Timestamp,Velocity Norm
2.384185791015625e-07,0.06381815632421552
0.009980201721191406,0.09300916405563178
0.01996016502380371,0.14908136879537154
0.02993011474609375,0.20079357997178116
0.039910078048706055,0.24826077669037488
0.04989004135131836,0.2918057120928567
0.059870004653930664,0.3320626367289739
0.06984996795654297,0.3689525100446637
0.07983016967773438,0.40259370667553823
0.08981013298034668,0.4334468503074329
0.09979009628295898,0.4623717991127103
0.10977029800415039,0.48948842166711914
0.1197502613067627,0.5146066764165499
0.129730224609375,0.5382848199072136
0.1397101879119873,0.5610246548140778
0.1496901512145996,0.5826263175041843
0.15967011451721191,0.6028488247212975
0.16964006423950195,0.6219045050665463
0.17962002754211426,0.6402963857611713
0.18959999084472656,0.6580126148642491
0.19957995414733887,0.6748250029047583
0.20956015586853027,0.3415300142004483
0.21954011917114258,8.881784197001252e-16
0.22952032089233398,8.881784197001252e-16
0.2395002841949463,0.0
0.2494802474975586,0.0
0.2594602108001709,0.0
0.2694401741027832,0.0
0.2794201374053955,0.0
0.2894001007080078,0.0
0.29937005043029785,0.0
0.30935001373291016,0.0
0.31932997703552246,0.0
0.32930994033813477,8.881784197001252e-16
0.33929014205932617,0.0
0.3492703437805176,8.881784197001252e-16
0.3592503070831299,0.0
0.3692302703857422,0.0
0.3792102336883545,0.0
0.3891901969909668,0.0
0.3991701602935791,0.0
0.4091501235961914,0.0
0.4191300868988037,0.0
0.42910003662109375,0.0
0.43907999992370605,0.0
0.44905996322631836,0.0
0.45903992652893066,6.280369834735101e-16
0.46902036666870117,6.280369834735101e-16
0.4790003299713135,0.0
0.4889802932739258,0.0
0.4989602565765381,0.0
0.5089402198791504,0.0
0.5189201831817627,0.0
0.528900146484375,0.0
0.5388801097869873,0.0
0.5488600730895996,0.0
0.5588400363922119,0.0
0.568809986114502,0.0
0.5787899494171143,8.881784197001252e-16
0.5887701511383057,8.881784197001252e-16
0.598750114440918,8.881784197001252e-16
0.6087303161621094,8.881784197001252e-16
0.6187102794647217,0.0
0.628690242767334,0.0
0.6386702060699463,0.0
0.6486501693725586,0.0
0.6586301326751709,0.0
0.6686100959777832,0.0
0.6785900592803955,0.0
0.6885700225830078,0.0
0.6985399723052979,0.0
0.7085201740264893,8.881784197001252e-16
0.7185001373291016,0.0
0.7284801006317139,8.881784197001252e-16
0.7384603023529053,8.881784197001252e-16
0.7484402656555176,0.0
0.7584202289581299,0.0
0.7684001922607422,0.0
0.7783801555633545,0.0
0.7883601188659668,0.0
0.7983400821685791,0.0
0.8083200454711914,0.0
0.8183000087738037,0.0
0.8282701969146729,0.0
0.8382501602172852,0.0
0.8482301235198975,0.0
